id,sno,code,name,address,state,city,pincode,contactPerson,phone,email,validity,scopeUrl,Primary Category,Secondary Categories,Classification Basis,Category Confidence,Category
218,127,8117716,"AES Laboratories Pvt. Ltd., Noida","B-118 Phase 2, Noida, U.P 201305, Noida, Gautam Buddha Nagar, Uttar Pradesh, India - 201305",Uttar Pradesh,Noida,201305.0,Ms. Priyanka Vijay (Quality Manager),+91 9811331569,tqm@aeslabs.com,-,https://lims.bis.gov.in/home_lab_scope/218/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
219,128,7161816,"HPCL, Vashi QC Laboratory, Navi Mumbai","HPCL QC LAB, PLOT NO. D-99,, HPCL VASHI TERMINAL,, TURBHE MIDC, NAVI MUMBAI, Thane, Maharashtra, India - 400705",Maharashtra,Mumbai,400705.0,SATISH LIKHAR (Quality Manager),9594110099 9869287114,svlikhar@hpcl.in,"23 Aug, 2027",https://lims.bis.gov.in/home_lab_scope/219/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
220,129,5108204,"MICRO, SMALL &amp; MEDIUM ENTERPRISES - TESTING CENTRE (MSME), KOLKATA","111 &amp;112, B. T. ROAD, KOLKATA, 24 PARAGANAS NORTH, West Bengal, India - 700108",West Bengal,Kolkata,700108.0,Maitreyee Talapatra,9433304462,dctc-er@dcmsme.gov.in,-,https://lims.bis.gov.in/home_lab_scope/220/,Mechanical & Engineering,,Name/address metadata heuristic,Low,Mechanical & Engineering
221,130,7101125,"Electrical Research and Development Association, gujurat","ERDA Road, GIDC, Makarpura, Vadodara, VADODARA, Vadodara, Gujarat, India - 390010",Gujarat,Vadodara,390010.0,Mr. Nirav Taunk,9978940719,nirav.taunk@erda.org,"30 Nov, 2028",https://lims.bis.gov.in/home_lab_scope/221/,Electrical & Electronics,,Name/address metadata heuristic,Low,Electrical & Electronics
223,131,6137634,"CIPET, KOCHI","196 A, HIL Colony, Pathalam, Edayar Road,Eloor, Udyogamandal.P.O., Kochi, KOCHI, Ernakulam, Kerala, India - 683501",Kerala,Kochi,683501.0,,+91 8129497182,cipetkochi@gmail.com,"31 Dec, 2026",https://lims.bis.gov.in/home_lab_scope/223/,"Plastic, Rubber & Polymer",,Name/address metadata heuristic,Low,"Plastic, Rubber & Polymer"
224,132,7118234,"ELECTRONICS AND QUALITY DEVELOPMENT CENTRE - EQDC, GANDHINAGAR","B 177/178 &amp; B/23/2, GIDC ELECTRONICS ESTATE, SECTOR 25, Gandhinagar, Gandhinagar, Gujarat, India - 382024",Gujarat,Gandhinagar,382024.0,DIPAK CHAVDA (Quality Manager),+91 9427418080,qm@eqdc.in,"09 Oct, 2027",https://lims.bis.gov.in/home_lab_scope/224/,Electrical & Electronics,,Name/address metadata heuristic,Low,Electrical & Electronics
225,133,6114716,"SGS India Private Limited-Multilaboratory, Chennai","28 B/1 (SP), 28 B/2 (SP), SECOND MAIN ROAD, AMBATTUR INDUSTRIAL ESTATE,, CHENNAI, Chennai, Tamil Nadu, India - 600058",Tamil Nadu,Chennai,600058.0,Dr Pratheeshkumar N,8939992163,ellappan.m@sgs.com,"14 Feb, 2028",https://lims.bis.gov.in/home_lab_scope/225/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
226,134,5132706,"SGS INDIA PRIVATE LTD. ( LAB_JOKA), KOLKATA","CS Plot 512p Mouza Hanspukuria PO Joka Diamond Harbour Road South 24parganas, KOLKATA, 24 Paraganas South, West Bengal, India - 700104",West Bengal,Kolkata,700104.0,Anusuya Pakrashi (Quality Manager),9073687624 9831026305,amit.dutta@sgs.com,"08 Dec, 2027",https://lims.bis.gov.in/home_lab_scope/226/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
227,135,6124716,"Interfield Laboratories, Kochi","XIII/1208, Interprint House, R K Pillai Road, Karuvelipady, Kochi, Kochi, Ernakulam, Kerala, India - 682005",Kerala,Kochi,682005.0,,+91 484 2210915,qm@ifl.in,"02 Jul, 2027",https://lims.bis.gov.in/home_lab_scope/227/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
232,136,5164306,INSPECTION SYNDICATE OF INDIA PVT. LTD.,"ERGO Brilliant Tower Level 10 Unit No. 1002, GP Block Sector- V, Salt Lake, Kolkata, Kolkata, West Bengal, India - 700091",West Bengal,Kolkata,700091.0,T.K. BANERJEE (Quality Manager),+91 033 22307351,isoipl.ho@gmail.com,-,https://lims.bis.gov.in/home_lab_scope/232/,Construction & Cement,,Name/address metadata heuristic,Low,Construction & Cement
233,137,5134116,"KALYANI LABORATORIES PRIVATE LIMITED, BHUBANESWAR","PLOT NO-78/944,Balianta, Pahala, Bhubaneswar, Bhubaneswar, Khordha, Odisha, India - 752101",Odisha,Bhubaneswar,752101.0,PARAMESH JENA (Technical Manager),+91 0674 2974059,kalyanilab@yahoo.co.in,"11 Jul, 2028",https://lims.bis.gov.in/home_lab_scope/233/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
236,138,8166826,"ACE TEST LAB PRIVATE LIMITED (8166826), DELHI","Industrial Plot No 69 , Khasra No.54 , Street No. 02 , G.T.K. Road Nangli Poona, New Delhi, North West, Delhi, India - 110036",Delhi,Delhi,110036.0,AJAY YADAV,7879793911,info@acetestlab.com,"07 Jan, 2027",https://lims.bis.gov.in/home_lab_scope/236/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
237,139,8136216,"SGS India Pvt Ltd, Gurgaon (8136216)","Plot- 21, Sector- 03, IMT Manesar, Gurugram, Haryana, India - 122050",Haryana,Gurugram,122050.0,SUSHIL SHARMA,9643896348,ashwani.verma@sgs.com,"31 Dec, 2026",https://lims.bis.gov.in/home_lab_scope/237/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
238,140,9108716,"Interstellar Testing Centre Pvt. Ltd. (A group company of Qualitek Labs Limited), Panchkula","Plot No. 86 Industrial Area Phase 1, Panchkula, Panchkula, Panchkula, Haryana, India - 134109",Haryana,Haryana,134109.0,Mithun Khandelwal (Technical Manager),+91 8800990919,kamal.grover@itclabs.com,"31 Jul, 2028",https://lims.bis.gov.in/home_lab_scope/238/,Mechanical & Engineering,,Name/address metadata heuristic,Low,Mechanical & Engineering
239,141,8135535,International Centre for Automotive Technology (Centre-2),"Plot No.-1, Sector M-11, HSIIDC, IMT Manesar, Gurugram, Gurugram, Gurugram, Haryana, India - 122050",Haryana,Gurugram,122050.0,Ms. Priyanka Gupta (Quality Manager),+91 0124 4586181,icatcentre2_bis@icat.in,"01 Mar, 2029",https://lims.bis.gov.in/home_lab_scope/239/,Automotive,,Name/address metadata heuristic,Low,Automotive
240,142,8163426,"Sierra Aircon Pvt. Ltd., Gurugram","C-470, Pioneer Indl. Park, P.O. Pathredi, (Bilaspur-Tauru Road), GURUGRAM, Gurugram, Haryana, India - 122413",Haryana,Gurugram,122413.0,Mr. Md Junaid Alam (Quality Manager),+91 9871557776,mail@sierraaircon.com,"31 Mar, 2028",https://lims.bis.gov.in/home_lab_scope/240/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
242,143,8119706,"CEG Test House &amp; Research Centre Private Limited, Jaipur","CEG TOWER, B-11(G), MALVIYA INDUSTRIAL AREA, MALVIYA NAGAR, JAIPUR, Jaipur, Rajasthan, India - 302017",Rajasthan,Jaipur,302017.0,Dr. Bipin Kumar Singh,8955479196,quality@cegtesthouse.com,"31 Dec, 2026",https://lims.bis.gov.in/home_lab_scope/242/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
245,144,8136916,"CHOKSI LABORATORIES LIMITED, INDORE","Survey No. 9/1 , Balaji Tusiyana Industrial Estate , Kumedi, indore, Indore, Madhya Pradesh, India - 452010",Madhya Pradesh,Indore,452010.0,Manish Singhal (Quality Manager),+91 8770896041,qa.indore@choksilab.com,"31 Dec, 2026",https://lims.bis.gov.in/home_lab_scope/245/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
246,145,8122834,"CIPET, Jaipur","SP-1298, Sitapura Industrial Area, Phase III,Tonk Road, JAIPUR-302 022, Jaipur, Jaipur, Rajasthan, India - 302022",Rajasthan,Jaipur,302022.0,Dr. Bishnu Panda,9090968451,cipetjprtesting@gmail.com,"21 Feb, 2029",https://lims.bis.gov.in/home_lab_scope/246/,"Plastic, Rubber & Polymer",,Name/address metadata heuristic,Low,"Plastic, Rubber & Polymer"
247,146,7104734,"NSIC - Technical Services Centre, Rajkot","Aji Industrial, Bhavnagar Road, Opp Gujarat Forging, Rajkot, Rajkot, Gujarat, India - 360003",Gujarat,Rajkot,360003.0,Dharmendra Rajput (Technical Manager),+91 9982177100,ntscraj@nsic.co.in,"14 Jun, 2028",https://lims.bis.gov.in/home_lab_scope/247/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
250,147,7132925,Electrical Research and Development Association,"R 336 TTC INDUSTRIAL AREA THANE BELAPUR ROAD MIDC RABALE NAVI MUMBAI, NAVI MUMBAI, Thane, Maharashtra, India - 400701",Maharashtra,Mumbai,400701.0,,+91 7738418237,gurunath.rajpurkar@erda.org,"22 Dec, 2027",https://lims.bis.gov.in/home_lab_scope/250/,Electrical & Electronics,,Name/address metadata heuristic,Low,Electrical & Electronics
251,148,6106704,"MSME TESTING CENTRE, CHENNAI","No.65/1, GST Road, Guindy, Chennai, Chennai, Tamil Nadu, India - 600032",Tamil Nadu,Chennai,600032.0,G Velladurai,7666125995,dctc-sr@dcmsme.gov.in,"31 Dec, 2026",https://lims.bis.gov.in/home_lab_scope/251/,Mechanical & Engineering,,Name/address metadata heuristic,Low,Mechanical & Engineering
252,149,7134016,"QUALICHEM LABORATORIES, NAGPUR","4TH-6TH FLOOR SWAMI SAMARTHA COMMERCIAL COMPLEX, 4, NORTH BAZAR ROAD, NEAR GOKULPETH MARKET, DHARAMPETH EXTN., NAGPUR, NAGPUR, Nagpur, Maharashtra, India - 440010",Maharashtra,Nagpur,440010.0,Pradnya Nagarnaik (Quality Manager),+91 7507418444,qualichemlab@gmail.com,"12 Jul, 2025",https://lims.bis.gov.in/home_lab_scope/252/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
253,150,7103506,"TCR ENGINEERING SERVICES PVT.LTD., NAVI MUMBAI","VKB HOUSE PLOT NO. EL-182 MIDC TTC ELECTRONIC ZONE MAHAPE NAVI MUMBAI, NAVI MUMBAI, Thane, Maharashtra, India - 400710",Maharashtra,Mumbai,400710.0,Prabhakar Singh (Technical Manager),+91 022 68370900,sales@tcreng.com,"31 Dec, 2026",https://lims.bis.gov.in/home_lab_scope/253/,Mechanical & Engineering,Electrical & Electronics,Name/address metadata heuristic,Medium,Mechanical & Engineering
254,151,6139136,"TRUSTIN ANALYTICAL SOLUTIONS PRIVATE LIMITED, CHENNAI","R K COMPLEX, PLOT NO: 303/B, BLOCK-B, FIRST FLOOR, THIRUNEERMALAI ROAD, PARVATHYPURAM, CHROMPET, CHENNAI, Kanchipuram, Tamil Nadu, India - 600044",Tamil Nadu,Chennai,600044.0,MAHENDRAN M (Quality Manager),+91 9444303174,mahendran@trustingroup.in,-,https://lims.bis.gov.in/home_lab_scope/254/,Construction & Cement,,Name/address metadata heuristic,Low,Construction & Cement
256,152,8166916,AGSS ANALYTICAL AND RESEARCH LAB PVT LTD,"C-37/2, Lawrence Road, Industrial Area, Delhi-110035, New Delhi, North West, Delhi, India - 110035",Delhi,Delhi,110035.0,Jaswant Ray (Quality Manager),+91 9311654060,agsslabs@gmail.com,"13 Jan, 2027",https://lims.bis.gov.in/home_lab_scope/256/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
258,153,7105101,"CENTRAL INSTITUTE OF ROAD TRANSPORT (CIRT), PUNE","Pune Nasik Road, Bhosari, Pune, Pune, Pune, Maharashtra, India - 411026",Maharashtra,Pune,411026.0,P. S. Dahiya,9823113934,qm@cirtindia.com,"15 Sep, 2028",https://lims.bis.gov.in/home_lab_scope/258/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
259,154,8138926,ELMEF TESTING AND CALIBRATION LABORATORIES PRIVATE LIMITED,"RH-8, COUNTYWALK, VILLAGE-JHALARIA, Indore, Indore, Madhya Pradesh, India - 452016",Madhya Pradesh,Indore,452016.0,Prateeek sharma Sharma (Quality Manager),+91 0731 2920477,info@elmef.com,"03 Jan, 2027",https://lims.bis.gov.in/home_lab_scope/259/,Calibration & Metrology,,Name/address metadata heuristic,Low,Calibration & Metrology
266,155,5118334,"CIPET, Hajipur","INDUSTRIAL AREA, Hajipur, Vaishali, Bihar, India - 844102",Bihar,Bihar,844102.0,Avinash Kumar,8294497482,testing-hajipur@cipet.gov.in,"07 Oct, 2028",https://lims.bis.gov.in/home_lab_scope/266/,"Plastic, Rubber & Polymer",,Name/address metadata heuristic,Low,"Plastic, Rubber & Polymer"
267,156,5135804,"RITES Eastern Region Laboratory, Kolkata","56, CR Avenue, Central Metro Station Building, KOLKATA, Kolkata, West Bengal, India - 700012",West Bengal,Kolkata,700012.0,K S PANDIAN (Quality Manager),9073399490,erinspn@rites.com,"19 Mar, 2026",https://lims.bis.gov.in/home_lab_scope/267/,Construction & Cement,,Name/address metadata heuristic,Low,Construction & Cement
268,157,6122704,"NATIONAL TEST HOUSE-SR (NTH), Chennai","GOVT.OF INDIA,CSIR ROAD,TARAMANI., Chennai, Chennai, Tamil Nadu, India - 600113",Tamil Nadu,Chennai,600113.0,Director,9412223357,director-chn@nth.gov.in,"28 Nov, 2028",https://lims.bis.gov.in/home_lab_scope/268/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
269,158,7166626,Intertek India Private Limited (Gujarat),"Plot 5 and 6, Swastik Industrial Estate, Vill: Sari, Tal: Sanand, Ahmedabad, Ahmadabad, Gujarat, India - 382220",Gujarat,Ahmedabad,382220.0,Mr. Dharmesh Parmar,9879907184,dharmesh.parmar@intertek.com,"02 Dec, 2029",https://lims.bis.gov.in/home_lab_scope/269/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
270,159,6118616,"Monarch Biotech Private Limited, Unit : Monarch Nuclear Counting Laboratory","37-A, SIDCO INDUSTRIAL ESTATE, Thirumazhisai, CHENNAI, Thiruvallur, Tamil Nadu, India - 600124",Tamil Nadu,Chennai,600124.0,A.M. SHIVA KAARTHICK,9176640172,monarchbio@gmail.com,"04 Oct, 2028",https://lims.bis.gov.in/home_lab_scope/270/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
271,160,7140126,"Electrical Research and Testing Organisation (ERTO), Vadodara","Plot No. 747, B/h Gurukrupa farm, near Manjusar village, Savali Vadodara main road,, Vadodara, Vadodara, Gujarat, India - 391775",Gujarat,Vadodara,391775.0,Samir Patel,9998009021,sr.patel@erto.in,"10 Jun, 2027",https://lims.bis.gov.in/home_lab_scope/271/,Electrical & Electronics,,Name/address metadata heuristic,Low,Electrical & Electronics
272,161,9102335,"National Council for Cement and Building Materials (testing laboratories), Faridabad","34 km, stone delhi mathura road, ballabgarh, opposite good year tyers, Faridabad, Faridabad, Haryana, India - 121004",Delhi,Delhi,121004.0,Dr Pinky Pandey (Quality Manager),0129 266789,ncbcrt2@gmail.com,"15 May, 2027",https://lims.bis.gov.in/home_lab_scope/272/,Construction & Cement,,Name/address metadata heuristic,Medium,Construction & Cement
275,162,7167306,"HEXIQON LABORATORY PRIVATE LIMITED, AHMEDABAD","PLOT NO 8, SHAYONA ESTATE PART-2, NR.LAMBDA RESEARCH LABORATORY,NR.AUDA WATER TANK,, GOTA,, AHMEDABAD, Ahmadabad, Gujarat, India - 382481",Gujarat,Ahmedabad,382481.0,,+91 8487878021,hexiqonlab@gmail.com,"07 Feb, 2030",https://lims.bis.gov.in/home_lab_scope/275/,Environmental & Water,,Name/address metadata heuristic,Low,Environmental & Water
277,163,8122426,"Intertek India Private Limited, New Delhi (E-20)","E-20, Block B-1, Mohan Co-operative Industrial Estate, Mathura Road, New Delhi, Delhi, South, Delhi, India - 110044",Delhi,Delhi,110044.0,Rakesh Chaurasia,9871092339,rakesh.chaurasia@intertek.com,"27 Oct, 2028",https://lims.bis.gov.in/home_lab_scope/277/,Construction & Cement,,Name/address metadata heuristic,Low,Construction & Cement
278,164,6139916,"HUBERT ENVIRO CARE SYSTEMS(P)LTD, CHENNAI","18, 92nd St, Sector 10, Sivalingapuram, Ashok Nagar, Chennai, Tamil Nadu 600083, Chennai, Chennai, Tamil Nadu, India - 600083",Tamil Nadu,Chennai,600083.0,Dr.Rajkumar Samuel (Quality Manager),+91 044 42985555,rajkumar@hecs.in,-,https://lims.bis.gov.in/home_lab_scope/278/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
282,165,7137216,"LILABA ANALYTICAL LABORATORIES LLP, SURAT","BLOCK NO.327, PLOT NO. 88/89/90/91/92, SIDDHI VINAYAK INDUSTRIAL ESTATE, VILLAGE KHOLVAD, SURAT, GUJARAT, INDIA, Surat, Surat, Gujarat, India - 394190",Gujarat,Surat,394190.0,Mr. Bhavesh Sojitra,7878522830,admin@lilabalabs.com,"11 Jun, 2029",https://lims.bis.gov.in/home_lab_scope/282/,Construction & Cement,,Name/address metadata heuristic,Low,Construction & Cement
286,166,6133416,"Eurofins Analytical Services India Private Limited, Bengaluru","540/1, Doddanekundi Industrial Area 2,Graphite India Road, Hoodi, Whitefield, 560048, Bengaluru, India, Bangalore, Bengaluru Urban, Karnataka, India - 560048",Karnataka,Bengaluru,560048.0,RIZWAN SHARIFF,9060896026,Rizwan.Shariff@xoin.eurofinsasia.com,"14 Mar, 2028",https://lims.bis.gov.in/home_lab_scope/286/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
288,167,6104206,Shriram Research Institute,"14-15, Sadarmangala Industrial Area, Whitefield Road, Bengaluru, Bengaluru Urban, Karnataka, India - 560048",Karnataka,Bengaluru,560048.0,Mr. NAGARAJ D (Quality Manager),+91 011 27667267,dn@shriraminstitute-blr.org,-,https://lims.bis.gov.in/home_lab_scope/288/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
289,168,7121526,"Karandikar Laboratories Pvt. Ltd., Boisar","Gat No. 142, Boisar Chillar Road, Opp. Union Park, Betegaon, Boisar, Palghar, Maharashtra, India - 401501",Maharashtra,Palghar,401501.0,Atul Marathe (Technical Manager),+91 2525284931,sales@karandikarlab.com,-,https://lims.bis.gov.in/home_lab_scope/289/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
292,169,5116334,"CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING &amp; TECHNOLOGY - CIPET, HALDIA","CITY CENTRE, P.O. DEBHOG, HALDIA, MEDINIPUR EAST, WEST BENGAL, INDIA, HALDIA, Medinipur East, West Bengal, India - 721657",West Bengal,West Bengal,721657.0,Mr. Pankaj Mishra,7477722773,testing-haldia@cipet.gov.in,"14 Dec, 2027",https://lims.bis.gov.in/home_lab_scope/292/,Mechanical & Engineering,"Plastic, Rubber & Polymer",Name/address metadata heuristic,Medium,Mechanical & Engineering
293,170,5120906,"S.B.Steels Company, Bally","366/1, G.T. Road, Bally, Bally, Howrah, West Bengal, India - 711201",West Bengal,Howrah,711201.0,Anindya Parui (Quality Manager),9830014714,sbsteelsco@gmail.com,"06 Sep, 2027",https://lims.bis.gov.in/home_lab_scope/293/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
294,171,6114324,Fluid Control Research Institute,"Kanjikode West, Palakkad, Palakkad, Kerala, India - 678623",Kerala,Kerala,678623.0,Gopan C K,9746526100,diroffice@fcriindia.com,"06 Dec, 2028",https://lims.bis.gov.in/home_lab_scope/294/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
296,172,7118404,"Indian Institute of Packaging (IIP), Mumbai","Plot E2, MIDC Area, Andheri East, Road No.8, Post Box No. 9432, Mumbai 400093, Maharashtra, India, Andheri, Mumbai, Maharashtra, India - 400093",Maharashtra,Mumbai,400093.0,THUMMA MOSSES MALLIK (Quality Manager),+91 2228219803,rdiip@iip-in.com,"30 Jun, 2028",https://lims.bis.gov.in/home_lab_scope/296/,Packaging & Paper,,Name/address metadata heuristic,Low,Packaging & Paper
297,173,7165924,"RTC cum Technology Back up Unit for Solar Thermal Devices (RTC), Pune","CENTRE FOR ENERGY STUDIES, SAVITRIBAI PHULE PUNE UNIVERSITY, Pune, Pune, Maharashtra, India - 411007",Maharashtra,Pune,411007.0,Dr. Priti vairale (Quality Manager),9765361124,hodenergy@unipune.ac.in,"26 Oct, 2026",https://lims.bis.gov.in/home_lab_scope/297/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
302,174,9125906,"PLANET ANALYSIS PRIVATE LIMITED, KANPUR","145-B, IInd Floor, Co-Operative Industrial Estate, Udyog Nagar, Dada Nagar, Kanpur, Kanpur Nagar, Uttar Pradesh, India - 208022",Uttar Pradesh,Kanpur,208022.0,Rohit Pandya (Technical Manager),+91 5123260803,paplkanpur@yahoo.in,"20 Jan, 2028",https://lims.bis.gov.in/home_lab_scope/302/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
303,175,6138806,"TAG Corporation, Chennai","91, Thiruneermalai Road, Chrompet, chennai, Kanchipuram, Tamil Nadu, India - 600044",Tamil Nadu,Chennai,600044.0,FAZULUR RAHMAN G (Quality Manager),+91 4422382929,murthy@tagcorporation.net,"10 Jan, 2027",https://lims.bis.gov.in/home_lab_scope/303/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
304,176,9133933,Pump Testing Laboratory,"Mechanical &amp; Production Engineering Department, Guru Nanak Dev Engineering College, Gill Park, Gill Road, Ludhiana, Ludhiana, Punjab, India - 141006",Punjab,Ludhiana,141006.0,Dr. J.S. Grewal,9815323023,jsgrewal23023@gmail.com,"15 May, 2028",https://lims.bis.gov.in/home_lab_scope/304/,Mechanical & Engineering,,Name/address metadata heuristic,Medium,Mechanical & Engineering
308,177,6121636,"LUCID LABORATORIES PRIVATE LIMITED, HYDERABAD","PLOT NO.3, IDA,, BALANAGAR, HYDERABAD, Medchal Malkajgiri, Telangana, India - 500037",Telangana,Hyderabad,500037.0,CHELLA RAO.S,8919862683,info@lucidlabsindia.com,"19 Apr, 2028",https://lims.bis.gov.in/home_lab_scope/308/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
311,178,6104524,"CENTRAL ELECTRICAL TESTING LABORATORY (CETL), KAKKALUR","O/o. THE DEPUTY DIRECTOR (E&amp;E), CENTRAL ELECTRICAL TESTING LABORATORY, DEPARTMENT OF INDUSTRIES &amp; COMMERCE, GOVERNMENT OF TAMIL NADU, CTH ROAD, KAKKALUR, Thiruvallur, Tamil Nadu, India - 602 003",Tamil Nadu,Tamil Nadu,,RAVIKUMAR R (Quality Manager),+91 9710491500,cetl.system@gmail.com,"31 Dec, 2026",https://lims.bis.gov.in/home_lab_scope/311/,Electrical & Electronics,,Name/address metadata heuristic,Low,Electrical & Electronics
312,179,6132436,"Vimta Labs Limited (6132436), Hyderabad","Plot No.11/6, road No. 9, IDA, Nacharam, Rangareddy, Keesara, Hyderabad, Medchal Malkajgiri, Telangana, India - 500076",Telangana,Hyderabad,500076.0,G Satyam Reddy,9704156476,satyam.goddumarri@vimta.com,"25 Oct, 2027",https://lims.bis.gov.in/home_lab_scope/312/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
313,180,9134816,ECO Laboratories &amp; Consultants Pvt Ltd,-,Delhi,Delhi,,,1724616225,consulteco@yahoo.com,-,https://lims.bis.gov.in/home_lab_scope/313/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
314,181,8167436,"SGS India Pvt Ltd, Gurgaon","226, Udyog Vihar, Phase-I, Gurgaon, Gurugram, Haryana, India - 122016",Haryana,Gurugram,122016.0,Amit Saluja,9873714633,amit.saluja@sgs.com,"16 Feb, 2030",https://lims.bis.gov.in/home_lab_scope/314/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
315,182,8131215,FICCI Research &amp; Analysis Centre,"Plot No. 2A, Sector -8, New Delhi-110075, New Delhi, Delhi, India - 110075",Delhi,Delhi,110075.0,Vikash Boran (Technical Manager),1145333500,info@fraclabs.org,"08 Jun, 2027",https://lims.bis.gov.in/home_lab_scope/315/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
317,183,7119305,INDIAN RUBBER MATERIALS RESEARCH INSTITUTE (IRMRI),"Plot No. 254/1B, Road no. 16V, Wagle Industrial Estate, Thane, Thane, Maharashtra, India - 400604",Maharashtra,Thane,400604.0,Dr. Rajkumar,8655095342,rk@irmra.org,"30 Jun, 2029",https://lims.bis.gov.in/home_lab_scope/317/,"Plastic, Rubber & Polymer",,Name/address metadata heuristic,Low,"Plastic, Rubber & Polymer"
318,184,8163116,"Institute for Industrial Research &amp; Toxicology, Dhaulana","F-209, UPSIDC, Mussoorie Gulawathi Road, Mussoorie Gulawathi Industrial Area, Ravali, Tehsil, Dhaulana, Hapur, Uttar Pradesh, India - 245101",Uttar Pradesh,Uttar Pradesh,245101.0,SHALINI MISHRA,9711623081,iirtdelhi@gmail.com,-,https://lims.bis.gov.in/home_lab_scope/318/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
319,185,8101204,"MSME Testing Centre, New Delhi","Shaheed Capt. Gaur Marg, Okhla Phase -III, New Delhi, South East, Delhi, India - 110020",Delhi,Delhi,110020.0,Dr. D.K. Pandey,9910201527,dctc-nr@dcmsme.gov.in,"31 Dec, 2026",https://lims.bis.gov.in/home_lab_scope/319/,Mechanical & Engineering,,Name/address metadata heuristic,Low,Mechanical & Engineering
321,186,9120034,CIPET:CSTS Amritsar,"P.O. Rayon &amp; Silk Mills, Amritsar, Amritsar, Punjab, India - 143105",Punjab,Amritsar,143105.0,Dr. Piyush Kumar,7890926806,amritsar@cipet.gov.in,"06 Jan, 2027",https://lims.bis.gov.in/home_lab_scope/321/,"Plastic, Rubber & Polymer",,Name/address metadata heuristic,Low,"Plastic, Rubber & Polymer"
322,187,5131716,"Mitra S.K. Private Limited, Kolkata","Building No. P- 48, Udayan Industrial Estate, 3, Pagladanga Road, Kolkata, Kolkata, West Bengal, India - 700015",West Bengal,Kolkata,700015.0,Dr. Amartya Kr. Gupta,9147709504,amartya@mitrask.com,"20 Jul, 2024",https://lims.bis.gov.in/home_lab_scope/322/,Construction & Cement,,Name/address metadata heuristic,Low,Construction & Cement
328,188,6101024,"Central Power Research Institute (CPRI), Bangalore","P.B.No. 8066, Sir.C V Raman Road, Sadashivanagar P O, Bengaluru, Bengaluru Urban, Karnataka, India - 560080",Karnataka,Bengaluru,560080.0,T Bhavani Shanker,9448141980,arunjothi@cpri.in,"31 Dec, 2026",https://lims.bis.gov.in/home_lab_scope/328/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
329,189,6117916,"Sipra labs Ltd., Hyderabad","7-2-1813/5/A, Survey No. 59/6, Industrial Estate, Sanath Nagar, Hyderabad, Ranga Reddy, Telangana, India - 500018",Telangana,Hyderabad,500018.0,Aasritha V (Quality Manager),+91 4023802004,sipra@sipralabs.com,"31 Mar, 2027",https://lims.bis.gov.in/home_lab_scope/329/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
330,190,8137526,"C and I Calibrations Pvt. Ltd., Jaipur","F-717 A, Sitapura Industrial Area, Jaipur-302022, Jaipur, Jaipur, Rajasthan, India - 302022",Rajasthan,Jaipur,302022.0,Satish Trivedi (Quality Manager),+91 9414188815,infocicpl@gmail.com,"17 Jul, 2029",https://lims.bis.gov.in/home_lab_scope/330/,General / Multi-sector,,Name/metadata heuristic,Low,General / Multi-sector
